,item_id,fill_qty,used_qty,code_name,unit_price,orders_placed,ordered_qty,leadtime_intdays_mean,leadtime_intdays_std,used_filled_ratio,used_ordered_ratio
230,1898,36,477.0,SUTURES,2.1503,20,756.0,2.0,0.32444284226152514,13.25,0.6309523809523809
231,1905,111,393.0,SUTURES,9.27,45,768.0,2.7333333333333334,1.8140862964338527,3.5405405405405403,0.51171875
232,1907,103,967.0,SUTURES,2.6272,41,1548.0,2.4634146341463414,1.5507669227774004,9.388349514563107,0.6246770025839793
233,1910,184,36.0,SUTURES,3.0538,3,72.0,3.6666666666666665,2.0816659994661326,0.1956521739130435,0.5
234,1916,61,78.0,SUTURES,5.32,13,13.0,2.3076923076923075,1.436698494501391,1.278688524590164,6.0
235,1917,1011,989.0,SUTURES,6.9006,34,1224.0,2.9705882352941178,2.138893711749237,0.9782393669634025,0.8080065359477124
236,1919,821,2591.0,SUTURES,2.8119,87,4824.0,2.3333333333333335,1.4837622409257152,3.155907429963459,0.537106135986733
237,192,5,13.0,LINEN DRAPES OBS SURG DISP,4.3,4,40.0,0.0,0.0,2.6,0.325
238,1924,159,669.0,SUTURES,6.9006,35,1260.0,2.2857142857142856,0.8599394154935146,4.2075471698113205,0.530952380952381
239,1925,2001,2194.0,SUTURES,1.9367,63,4752.0,2.634920634920635,2.6353771065256657,1.0964517741129436,0.4617003367003367
240,1926,203,720.0,SUTURES,1.9367,25,1080.0,2.6,1.6072751268321592,3.5467980295566504,0.6666666666666666
241,1940,1,147.0,SUTURES,2.9669,9,324.0,2.0,0.0,147.0,0.4537037037037037
242,1943,1,11.0,SUTURES,3.315,10,120.0,2.0,0.0,11.0,0.09166666666666666
243,1945,378,414.0,SUTURES,2.2831,20,972.0,3.55,3.456115860631015,1.0952380952380953,0.42592592592592593
244,1953,120,193.0,SUTURES,2.1764,15,576.0,3.6,3.5010202594590707,1.6083333333333334,0.3350694444444444
245,1972,15,14.0,SUTURES,13.55,2,24.0,2.5,0.7071067811865476,0.9333333333333333,0.5833333333333334
246,198,976,455.0,LINEN DRAPES OBS SURG DISP,3.459,65,1600.0,0.0,0.0,0.4661885245901639,0.284375
247,200,51,5.0,LINEN DRAPES OBS SURG DISP,1.363,7,70.0,0.0,0.0,0.09803921568627451,0.07142857142857142
248,20089,804,1240.0,SUTURES,2.4508,37,1692.0,4.027027027027027,5.236021000331828,1.5422885572139304,0.7328605200945626
249,2010,97,64.0,MED SURG OTHER,42.0,94,147.0,0.0,0.0,0.6597938144329897,0.43537414965986393
250,20674,264,471.0,SUTURES,17.625,80,749.0,0.0,0.0,1.7840909090909092,0.6288384512683578
251,20817,130,97.0,MED SURG GUIDE WIRES,31.0,56,258.0,0.0,0.0,0.7461538461538462,0.375968992248062
252,20886,9,141.0,MED SURG NEEDLES,9.0,28,230.0,0.0,0.0,15.666666666666666,0.6130434782608696
253,20919,1,8.0,MED SURG CATHETERS,25.9558,16,34.0,0.0,0.0,8.0,0.23529411764705882
254,2155,173,23.0,SUTURES,2.2769,3,108.0,2.0,0.0,0.1329479768786127,0.21296296296296297
255,21660,22,204.0,SUTURES,4.4011,8,324.0,5.777777777777778,5.804691589089333,9.272727272727273,0.6296296296296297
256,21662,166,158.0,SUTURES,2.3772,13,504.0,3.3076923076923075,3.4972516682059394,0.9518072289156626,0.3134920634920635
257,21671,37,33.0,SUTURES,2.6394,3,108.0,3.6666666666666665,2.8867513459481287,0.8918918918918919,0.3055555555555556
258,21680,1,55.0,SUTURES,15.27,17,204.0,2.6470588235294117,1.6934128435864448,55.0,0.2696078431372549
259,21683,929,691.0,SUTURES,1.9367,27,1296.0,2.2962962962962963,1.4091681893070767,0.7438105489773951,0.533179012345679
260,21685,156,341.0,SUTURES,2.4767,17,612.0,2.8823529411764706,1.5363248737318091,2.1858974358974357,0.5571895424836601
261,21690,36,159.0,SUTURES,2.8119,11,396.0,2.4545454545454546,1.507556722888818,4.416666666666667,0.4015151515151515
262,21693,7,66.0,SUTURES,6.2875,4,144.0,3.0,2.0,9.428571428571429,0.4583333333333333
263,21760,6,20.0,MED SURG CATHETERS,25.9558,50,123.0,0.0,0.0,3.3333333333333335,0.16260162601626016
264,21920,4659,4218.0,INSTRUMENTS DISPOSABLE,6.12,273,6000.0,0.0,0.0,0.9053444945267225,0.703
265,22000,54,56.0,INSTRUMENTS DISPOSABLE,27.1524,2,50.0,2.0,0.0,1.037037037037037,1.12
266,22045,2,12.0,SUTURES,2.0172,2,72.0,4.5,3.5355339059327378,6.0,0.16666666666666666
267,22508,1,60.0,SUTURES,2.6272,2,72.0,8.0,8.48528137423857,60.0,0.8333333333333334
268,22585,1346,2534.0,SUTURES,8.7183,88,4332.0,2.75,2.295673091389263,1.8826151560178306,0.5849492151431209
269,22886,8,3.0,SUTURES,210.93,6,18.0,12.666666666666666,16.329931618554518,0.375,0.16666666666666666
270,2456,163,9.0,INSTRUMENTS DISPOSABLE,23.1667,3,18.0,1.0,0.0,0.05521472392638037,0.5
271,25155,58,195.0,SUTURES,23.6467,17,480.0,3.235294117647059,3.031695312954162,3.3620689655172415,0.40625
272,2516,35,22.0,SUTURES,2.6825,3,108.0,2.0,0.0,0.6285714285714286,0.2037037037037037
273,25230,5,5.0,MED SURG NEEDLES,3.998,2,20.0,2.0,0.0,1.0,0.25
274,25397,128,17.0,INSTRUMENTS DISPOSABLE,7.955,2,40.0,0.0,0.0,0.1328125,0.425
275,25671,2648,1586.0,MED SURG OTHER,2.8668,77,2157.0,0.0,0.0,0.5989425981873112,0.7352804821511358
276,25688,44,38.0,MED SURG DRESSINGS,0.0,31,420.0,0.0,0.0,0.8636363636363636,0.09047619047619047
277,25689,49,63.0,MED SURG DRESSINGS,0.0,8,468.0,0.0,0.0,1.2857142857142858,0.1346153846153846
278,2587,10,8.0,INSTRUMENTS DISPOSABLE,28.4,22,24.0,0.0,0.0,0.8,0.3333333333333333
279,25916,687,103.0,MED SURG POUR SOLUTIONS,0.0,229,1781.0,0.0,0.0,0.14992721979621543,0.05783267827063447
280,25956,14,2.0,MED SURG CATHETERS,0.0,1,6.0,1.0,,0.14285714285714285,0.3333333333333333
281,25957,163,49.0,MED SURG CATHETERS,0.0,45,90.0,0.0,0.0,0.3006134969325153,0.5444444444444444
282,28340,15,1.0,INSTRUMENTS DISPOSABLE,35.1,2,12.0,0.0,0.0,0.06666666666666667,0.08333333333333333
283,28441,2296,955.0,LINEN DRAPES OBS SURG DISP,0.0,151,1980.0,0.0,0.0,0.41594076655052264,0.4823232323232323
284,28486,151,30.0,LINEN DRAPES OBS SURG DISP,0.0,13,275.0,0.0,0.0,0.1986754966887417,0.10909090909090909
285,290,24,6.0,INSTRUMENTS DISPOSABLE,0.0,3,125.0,0.0,0.0,0.25,0.048
286,2903,65,4.0,MED SURG OTHER,0.0,4,11.0,0.0,0.0,0.06153846153846154,0.36363636363636365
287,2933,1968,216.0,MED SURG OTHER,0.0,103,4530.0,0.0,0.0,0.10975609756097561,0.04768211920529802
288,2950,1318,12.0,LINEN DRAPES OBS SURG DISP,5.8039,61,804.0,0.0,0.0,0.009104704097116844,0.014925373134328358
289,2997,2,3.0,MED SURG NEEDLES,0.0,2,288.0,8.5,9.192388155425117,1.5,0.010416666666666666
290,3008,53,59.0,MED SURG OTHER,0.0,32,105.0,0.0,0.0,1.1132075471698113,0.5619047619047619
291,3009,10,3.0,MED SURG OTHER,0.0,12,26.0,0.0,0.0,0.3,0.11538461538461539
292,30344,132,96.0,INSTRUMENTS DISPOSABLE,9.95,26,258.0,0.0,0.0,0.7272727272727273,0.37209302325581395
293,30534,30,2.0,MED SURG DRESSINGS,10.812,1,10.0,0.0,,0.06666666666666667,0.2
294,30589,37,3.0,MED SURG CATHETERS,24.0,2,0.0,0.0,0.0,0.08108108108108109,inf
295,3070,3010,4323.0,SUTURES,2.5333,88,6192.0,2.4204545454545454,1.514084002202727,1.4362126245847175,0.6981589147286822
296,30720,2,3.0,PROSTHESES PLATES AND SCREWS,25.88,40,217.0,1.3571428571428572,0.7593780693862632,1.5,0.013824884792626729
297,30854,293,168.0,SUTURES,2.3772,12,504.0,2.0833333333333335,0.288675134594813,0.5733788395904437,0.3333333333333333
298,30855,47,54.0,SUTURES,2.3772,6,216.0,2.0,0.0,1.148936170212766,0.25
299,31313,9,1.0,PROSTHESES ARTIFICIAL ORGANS AND IMPLANT,420.0,2,1.0,1.5,2.1213203435596424,0.1111111111111111,1.0
300,31574,22,2.0,MED SURG CATHETERS,18.96,2,12.0,1.0,0.0,0.09090909090909091,0.16666666666666666
301,3181,984,3191.0,SUTURES,0.0,54,2088.0,2.2037037037037037,0.9591590190159339,3.2428861788617884,1.5282567049808429
302,3194,568,32.0,MED SURG NEEDLES,0.0252,68,2245.0,0.0,0.0,0.056338028169014086,0.014253897550111359
303,320,9,93.0,MED SURG DRESSINGS,0.0,195,947.0,0.0,0.0,10.333333333333334,0.09820485744456177
304,321,1,4.0,MED SURG DRESSINGS,0.0,96,108.0,0.0,0.0,4.0,0.037037037037037035
305,32320,113,43.0,MED SURG OTHER,12.3,5,100.0,8.6,12.641202474448386,0.3805309734513274,0.43
306,32350,124,39.0,MED SURG OTHER,0.0,15,196.0,0.0,0.0,0.31451612903225806,0.1989795918367347
307,32387,63,42.0,MED SURG NEEDLES,0.0,16,84.0,0.0,0.0,0.6666666666666666,0.5
308,32645,86,147.0,MED SURG DRESSINGS,0.0,31,1044.0,0.0,0.0,1.7093023255813953,0.14080459770114942
309,33223,45,2.0,SUTURES,2.6,1,24.0,3.0,,0.044444444444444446,0.08333333333333333
310,33452,18,3.0,MED SURG CATHETERS ANGIOPLASTICS,2.992,3,30.0,2.6666666666666665,1.1547005383792515,0.16666666666666666,0.1
311,33603,121,499.0,SUTURES,2.7567,24,936.0,4.25,9.7901902988122,4.12396694214876,0.5331196581196581
312,33623,1,1.0,MED SURG DRESSINGS,5.8317,47,55.0,0.0,0.0,1.0,0.01818181818181818
313,33624,15,8.0,MED SURG DRESSINGS,0.0,190,229.0,0.0,0.0,0.5333333333333333,0.034934497816593885
314,34046,10,7.0,INSTRUMENTS REUSABLE,4.8,2,12.0,0.0,0.0,0.7,0.5833333333333334
315,34111,9,32.0,SUTURES,5.0225,6,96.0,2.0,0.0,3.5555555555555554,0.3333333333333333
316,34125,42,13.0,MED SURG OTHER,1.776,22,175.0,0.0,0.0,0.30952380952380953,0.07428571428571429
317,34126,18,13.0,MED SURG OTHER,1.52,24,149.0,0.0,0.0,0.7222222222222222,0.087248322147651
318,34162,152,232.0,INSTRUMENTS DISPOSABLE,0.0,50,327.0,0.0,0.0,1.5263157894736843,0.709480122324159
319,34222,50,85.0,SUTURES,2.6561,6,216.0,2.1666666666666665,0.4082482904638631,1.7,0.39351851851851855
320,34224,248,186.0,SUTURES,4.0344,11,396.0,2.5454545454545454,1.572490786213793,0.75,0.4696969696969697
321,3426,2,6.0,INSTRUMENTS DISPOSABLE,28.4,9,11.0,0.0,0.0,3.0,0.5454545454545454
322,34307,268,43.0,SUTURES,5.12,8,96.0,3.25,2.3145502494313783,0.16044776119402984,0.4479166666666667
323,34327,17,9.0,MED SURG OTHER,0.84,9,39.0,0.0,0.0,0.5294117647058824,0.23076923076923078
324,34328,225,22.0,MED SURG OTHER,1.937,48,451.0,0.0,0.0,0.09777777777777778,0.04878048780487805
325,34365,50,40.0,STAPLES,59.2533,12,122.0,0.0,0.0,0.8,0.32786885245901637
326,34366,28,52.0,STAPLES,112.64,53,82.0,0.0,0.0,1.8571428571428572,0.6341463414634146
327,34652,920,2419.0,SUTURES,3.1158,76,4212.0,2.8552631578947367,2.9061036795839246,2.6293478260869567,0.5743114909781576
328,34657,144,60.0,INSTRUMENTS DISPOSABLE,3.98,6,120.0,1.1666666666666667,0.408248290463863,0.4166666666666667,0.5
329,34974,19,1.0,DRUGS NON MEDICATED IVS,0.0125,400,412800.0,0.0,0.0,0.05263157894736842,2.422480620155039e-06
330,34991,569,92.0,DRUGS NON MEDICATED IVS,5.765,143,840.0,0.0,0.0,0.1616871704745167,0.10952380952380952
331,35390,278,47.0,DRUGS NON MEDICATED IVS,0.0018,60,622000.0,0.0,0.0,0.16906474820143885,7.556270096463022e-05
332,3552,13,93.0,MED SURG OTHER,17.8,56,280.0,0.0,0.0,7.153846153846154,0.33214285714285713
333,35704,10,4.0,SUTURES,5.3794,3,108.0,2.3333333333333335,1.5275252316519468,0.4,0.037037037037037035
334,35863,1759,793.0,INSTRUMENTS DISPOSABLE,19.0,196,1400.0,0.0,0.0,0.45082433200682204,0.5664285714285714
335,35872,220,408.0,LINEN DRAPES OBS SURG DISP,4.1,48,460.0,0.0,0.0,1.8545454545454545,0.8869565217391304
336,35873,1411,17.0,LINEN DRAPES OBS SURG DISP,5.9,133,1440.0,0.0,0.0,0.012048192771084338,0.011805555555555555
337,35874,1117,12.0,LINEN DRAPES OBS SURG DISP,8.4,59,1130.0,0.0,0.0,0.010743061772605193,0.010619469026548672
338,35875,73,60.0,LINEN DRAPES OBS SURG DISP,3.5258,12,120.0,0.0,0.0,0.821917808219178,0.5
339,35876,159,168.0,LINEN DRAPES OBS SURG DISP,12.63,16,80.0,0.0,0.0,1.0566037735849056,2.1
340,35878,136,30.0,LINEN DRAPES OBS SURG DISP,6.7936,4,56.0,0.0,0.0,0.22058823529411764,0.5357142857142857
341,35880,10,39.0,LINEN DRAPES OBS SURG DISP,4.395,4,80.0,0.0,0.0,3.9,0.4875
342,35881,138,101.0,LINEN DRAPES OBS SURG DISP,6.8308,10,120.0,0.0,0.0,0.7318840579710145,0.8416666666666667
343,35884,230,138.0,LINEN DRAPES OBS SURG DISP,13.6133,35,198.0,0.0,0.0,0.6,0.696969696969697
344,35886,1054,776.0,LINEN DRAPES OBS SURG DISP,4.901,152,1830.0,0.0,0.0,0.7362428842504743,0.4240437158469945
345,35887,727,214.0,LINEN DRAPES OBS SURG DISP,4.35,16,420.0,0.0,0.0,0.29436038514442914,0.5095238095238095
346,35892,493,423.0,MED SURG OTHER,43.7,176,639.0,0.0,0.0,0.8580121703853956,0.6619718309859155
347,35893,1688,1605.0,MED SURG OTHER,93.5999,280,1800.0,0.0,0.0,0.9508293838862559,0.8916666666666667
348,35896,500,466.0,MED SURG OTHER,79.63,186,612.0,0.0,0.0,0.932,0.761437908496732
349,35898,933,863.0,MED SURG OTHER,68.19,237,1108.0,0.0,0.0,0.92497320471597,0.7788808664259927
350,35900,1085,1036.0,MED SURG OTHER,56.83,220,1332.0,0.0,0.0,0.9548387096774194,0.7777777777777778
351,35901,394,356.0,MED SURG OTHER,55.27,133,489.0,0.0,0.0,0.9035532994923858,0.7280163599182005
352,35903,46,48.0,MED SURG OTHER,56.52,29,56.0,0.0,0.0,1.0434782608695652,0.8571428571428571
353,35904,160,151.0,MED SURG OTHER,42.6,69,192.0,0.0,0.0,0.94375,0.7864583333333334
354,35910,313,4.0,LINEN DRAPES OBS SURG DISP,0.0,1,50.0,2.0,,0.012779552715654952,0.08
355,35923,2679,3452.0,MED SURG DRESSINGS,12.8083,122,4632.0,0.0,0.0,1.2885405001866368,0.7452504317789291
356,35947,317,4.0,MED SURG OTHER,2.6611,47,314.0,0.0,0.0,0.012618296529968454,0.012738853503184714
357,36038,3981,4246.0,SUTURES,8.1517,69,5220.0,2.9855072463768115,3.305488989469718,1.0665661893996483,0.8134099616858238
358,36083,225,22.0,MED SURG DRESSINGS,0.1437,2,2000.0,0.0,0.0,0.09777777777777778,0.011
359,36085,490,206.0,MED SURG DRESSINGS,6.0,18,360.0,0.0,0.0,0.4204081632653061,0.5722222222222222
360,36190,55,23.0,MED SURG NEEDLES,3.615,19,200.0,0.0,0.0,0.41818181818181815,0.115
361,36214,9,1.0,MED SURG CATHETERS,18.96,1,6.0,1.0,,0.1111111111111111,0.16666666666666666
362,36218,24,17.0,MED SURG CATHETERS,0.0,13,21.0,7.230769230769231,10.133721315109652,0.7083333333333334,0.8095238095238095
363,36224,61,54.0,MED SURG CATHETERS,94.05,63,84.0,0.0,0.0,0.8852459016393442,0.6428571428571429
364,36283,138,2.0,MED SURG OTHER,0.0,2,6.0,0.0,0.0,0.014492753623188406,0.3333333333333333
365,36298,1743,1475.0,MED SURG OTHER,39.4,195,2170.0,0.0,0.0,0.8462421113023523,0.6797235023041475
366,36308,1563,580.0,MED SURG OTHER,0.0,113,361.0,0.0,0.0,0.3710812539987204,1.6066481994459834
367,36309,1613,15.0,MED SURG OTHER,0.0,456,1096.0,0.0,0.0,0.009299442033477991,0.013686131386861315
368,36345,932,86.0,DRUGS NON MEDICATED IVS,0.0016,200,3996000.0,0.0,0.0,0.09227467811158799,2.152152152152152e-05
369,36353,63,14.0,MED SURG CATHETERS ANGIOPLASTICS,0.9919,3,150.0,4.0,3.4641016151377544,0.2222222222222222,0.09333333333333334
370,36374,4,1452.0,MED SURG OTHER,39.0,215,2061.0,0.0,0.0,363.0,0.7045123726346434
371,36380,0,161.0,MED SURG CATHETERS ANGIOPLASTICS,34.0,72,195.0,0.0,0.0,inf,0.8256410256410256
372,36443,21,47.0,SUTURES,4.9392,9,108.0,2.0,0.5,2.238095238095238,0.4351851851851852
373,36493,1647,311.0,MED SURG ADMIN SETS IV,2.7,152,1721.0,0.0,0.0,0.18882817243472982,0.18070889018012784
374,36494,432,358.0,MED SURG ADMIN SETS IV,0.0,131,923.0,0.0,0.0,0.8287037037037037,0.38786565547128926
375,36507,200,18.0,MED SURG OTHER,0.99,38,270.0,0.0,0.0,0.09,0.06666666666666667
376,36510,273,15.0,ORTHOSES OTHER,0.0,81,199.0,0.0,0.0,0.054945054945054944,0.07537688442211055
377,36527,36,8.0,MED SURG OTHER,33.7,16,20.0,0.0,0.0,0.2222222222222222,0.4
378,36535,261,309.0,MED SURG OTHER,1.25,29,715.0,0.0,0.0,1.1839080459770115,0.43216783216783217
379,36540,2165,2118.0,MED SURG OTHER,0.0,138,2660.0,0.0,0.0,0.9782909930715935,0.7962406015037594
380,36551,523,314.0,INSTRUMENTS DISPOSABLE,12.3,32,360.0,0.0,0.0,0.6003824091778203,0.8722222222222222
381,36554,1085,783.0,INSTRUMENTS DISPOSABLE,3.128,43,1230.0,0.0,0.0,0.7216589861751153,0.6365853658536585
382,36555,4494,4672.0,INSTRUMENTS DISPOSABLE,12.24,173,5850.0,0.0,0.0,1.0396083667111704,0.7986324786324787
383,36556,5779,6145.0,INSTRUMENTS DISPOSABLE,12.24,200,8100.0,0.0,0.0,1.063332756532272,0.758641975308642
384,36557,2512,1221.0,INSTRUMENTS DISPOSABLE,3.128,66,1980.0,0.0,0.0,0.48606687898089174,0.6166666666666667
385,36558,5742,4579.0,INSTRUMENTS DISPOSABLE,6.12,190,6120.0,0.0,0.0,0.7974573319400906,0.748202614379085
386,36560,8911,7113.0,STAPLES,5.0333,287,11922.0,0.0,0.0,0.7982269105599821,0.5966280825364871
387,36574,28,88.0,MED SURG OTHER,0.0,375,2132.0,0.0,0.0,3.142857142857143,0.04127579737335835
388,36584,1755,1489.0,MED SURG OTHER,8.53,138,1940.0,0.0,0.0,0.8484330484330485,0.7675257731958763
389,36592,1413,1114.0,MED SURG OTHER,69.17,231,1530.0,0.0,0.0,0.7883934890304317,0.7281045751633987
390,36593,527,270.0,INSTRUMENTS REUSABLE,44.0,51,410.0,0.0,0.0,0.5123339658444023,0.6585365853658537
391,36594,4,2.0,MED SURG OTHER,0.0,27,77.0,0.0,0.0,0.5,0.025974025974025976
392,36608,1446,1186.0,MED SURG OTHER,3.283,71,1360.0,0.0,0.0,0.8201936376210235,0.8720588235294118
393,36609,86,3.0,MED SURG OTHER,34.25,23,70.0,0.0,0.0,0.03488372093023256,0.04285714285714286
394,36615,22,4.0,MED SURG CATHETERS ANGIOPLASTICS,95.6,19,23.0,0.0,0.0,0.18181818181818182,0.17391304347826086
395,36616,54,53.0,MED SURG CATHETERS ANGIOPLASTICS,40.2,96,155.0,0.0,0.0,0.9814814814814815,0.3419354838709677
396,36617,85,47.0,MED SURG CATHETERS ANGIOPLASTICS,40.2,76,151.0,0.0,0.0,0.5529411764705883,0.31125827814569534
397,36618,59,18.0,MED SURG CATHETERS ANGIOPLASTICS,40.2,38,66.0,0.0,0.0,0.3050847457627119,0.2727272727272727
398,36619,55,4.0,MED SURG CATHETERS ANGIOPLASTICS,40.2,4,5.0,0.0,0.0,0.07272727272727272,0.8
399,36625,382,232.0,MED SURG OTHER,11.82,30,300.0,0.0,0.0,0.6073298429319371,0.7733333333333333
400,36635,24,39.0,MED SURG OTHER,103.87,9,45.0,0.0,0.0,1.625,0.8666666666666667
401,36637,682,135.0,MED SURG OTHER,10.29,21,210.0,0.0,0.0,0.19794721407624633,0.6428571428571429
402,36708,249,92.0,MED SURG OTHER,14.149,45,160.0,0.0,0.0,0.36947791164658633,0.575
403,36709,357,276.0,LINEN DRAPES OBS SURG DISP,4.02,53,510.0,0.0,0.0,0.773109243697479,0.5411764705882353
404,36753,1,32.0,MED SURG OTHER,0.0,66,99.0,0.0,0.0,32.0,0.32323232323232326
405,36756,1,4.0,MED SURG OTHER,0.0,11,19.0,0.0,0.0,4.0,0.21052631578947367
406,369,9,7.0,MED SURG DRESSINGS,0.0,4,175.0,0.0,0.0,0.7777777777777778,0.04
407,36940,223,230.0,MED SURG DRESSINGS,0.0,36,360.0,0.0,0.0,1.031390134529148,0.6388888888888888
408,36941,1797,1655.0,MED SURG DRESSINGS,0.0,122,5562.0,0.0,0.0,0.9209794101279911,0.29755483638978786
409,36946,2,4.0,MED SURG OTHER,185.25,5,6.0,0.0,0.0,2.0,0.6666666666666666
410,36956,86,48.0,MED SURG CATHETERS,8.56,47,80.0,0.0,0.0,0.5581395348837209,0.6
411,36962,4,5.0,INSTRUMENTS DISPOSABLE,50.526,8,13.0,0.0,0.0,1.25,0.38461538461538464
412,3710,10,1.0,MED SURG NEEDLES,0.0252,1,5.0,0.0,,0.1,0.2
413,37391,40,112.0,MED SURG OTHER,105.0,45,166.0,0.0,0.0,2.8,0.6746987951807228
414,37545,276,105.0,PROSTHESES KNEE REPLACEMENT,16.6667,25,144.0,0.0,0.0,0.3804347826086957,0.7291666666666666
415,37548,288,57.0,PROSTHESES KNEE REPLACEMENT,16.6667,23,81.0,1.434782608695652,0.9920633665850976,0.19791666666666666,0.7037037037037037
416,379,31,1.0,MED SURG DRESSINGS,0.0,21,33.0,0.0,0.0,0.03225806451612903,0.030303030303030304
417,37906,355,106.0,INSTRUMENTS DISPOSABLE,25.5,16,160.0,0.0,0.0,0.29859154929577464,0.6625
418,380,3,1.0,MED SURG DRESSINGS,0.0,29,33.0,0.0,0.0,0.3333333333333333,0.030303030303030304
419,38029,367,6.0,MED SURG OTHER,0.0,250,863.0,0.0,0.0,0.01634877384196185,0.006952491309385863
420,38128,2,3.0,MED SURG OTHER,0.0,1,10.0,2.0,,1.5,0.3
421,38139,49,48.0,INSTRUMENTS REUSABLE,200.0,11,90.0,2.909090909090909,2.071450962709253,0.9795918367346939,0.5333333333333333
422,38141,161,193.0,SUTURES,51.8225,19,228.0,2.263157894736842,0.65337629647495,1.1987577639751552,0.8464912280701754
423,38160,6589,9195.0,SUTURES,2.1639,58,10152.0,3.2586206896551726,3.512186028060698,1.3955076642889666,0.9057328605200946
424,38165,22,44.0,SUTURES,4.7625,6,72.0,2.3333333333333335,0.816496580927726,2.0,0.6111111111111112
425,38166,94,293.0,SUTURES,4.5033,32,480.0,2.65625,1.9774433640598952,3.117021276595745,0.6104166666666667
426,38179,9,3.0,SUTURES,3.9719,2,72.0,2.0,0.0,0.3333333333333333,0.041666666666666664
427,38186,352,184.0,SUTURES,6.2989,6,6.0,2.0,0.0,0.5227272727272727,30.666666666666668
428,38188,221,511.0,SUTURES,5.9153,16,576.0,3.125,2.187083293643233,2.3122171945701355,0.8871527777777778
429,38190,11,231.0,SUTURES,6.3475,34,432.0,2.5294117647058822,1.4819171472698969,21.0,0.5347222222222222
430,38191,59,233.0,SUTURES,6.3475,28,336.0,2.357142857142857,1.3666473091931466,3.9491525423728815,0.6934523809523809
431,38192,76,198.0,SUTURES,6.3475,20,25.0,2.15,0.36634754853252327,2.6052631578947367,7.92
432,38193,185,895.0,SUTURES,2.2986,29,1152.0,2.2758620689655173,0.8822273647720916,4.837837837837838,0.7769097222222222
433,38197,2205,2861.0,SUTURES,12.8031,64,3528.0,3.75,4.521553322083512,1.2975056689342404,0.8109410430839002
434,38198,451,985.0,SUTURES,6.9006,37,1332.0,3.0,2.5495097567963922,2.1840354767184036,0.7394894894894894
435,38199,344,421.0,SUTURES,37.6328,14,504.0,3.5,4.052539564652876,1.2238372093023255,0.8353174603174603
436,38200,605,807.0,SUTURES,37.6328,26,936.0,2.1923076923076925,0.9805806756909203,1.333884297520661,0.8621794871794872
437,38202,970,2025.0,SUTURES,8.1517,48,2520.0,3.0833333333333335,3.72360688405078,2.0876288659793816,0.8035714285714286
438,38206,3636,5626.0,SUTURES,8.1517,76,6768.0,2.5921052631578947,1.4713044695457371,1.5473047304730474,0.8312647754137116
439,38207,690,1996.0,SUTURES,8.0222,43,2268.0,2.558139534883721,1.5008303349653351,2.8927536231884057,0.8800705467372134
440,38208,707,1767.0,SUTURES,8.0222,66,2952.0,2.4545454545454546,2.3676136520966433,2.499292786421499,0.5985772357723578
441,38209,32,139.0,SUTURES,30.1417,18,216.0,5.777777777777778,4.208612396105585,4.34375,0.6435185185185185
442,38214,822,1112.0,SUTURES,3.1822,46,1764.0,2.847826086956522,2.270265684934967,1.3527980535279804,0.6303854875283447
443,38215,741,903.0,SUTURES,2.3806,36,1404.0,2.5277777777777777,2.2988955250120946,1.2186234817813766,0.6431623931623932
444,38216,1455,1394.0,SUTURES,12.4608,80,2112.0,2.35,1.223193578974959,0.9580756013745705,0.6600378787878788
445,38218,1297,2336.0,SUTURES,6.4925,100,4320.0,2.24,1.0062431378773484,1.8010794140323825,0.5407407407407407
446,38220,1,6.0,SUTURES,18.0967,1,12.0,2.0,,6.0,0.5
447,38224,573803,980.0,SUTURES,2.6867,31,1260.0,2.3225806451612905,0.83214969703748,0.0017079032350824238,0.7777777777777778
448,38226,5944,6240.0,SUTURES,2.3908,52,8316.0,3.0576923076923075,3.2864156620045906,1.0497981157469718,0.7503607503607503
449,38228,126,208.0,SUTURES,3.8178,9,360.0,2.6666666666666665,1.6583123951777,1.6507936507936507,0.5777777777777777
450,38232,1857,1495.0,SUTURES,16.7558,72,1992.0,2.5972222222222223,2.3536589568442197,0.8050619278406032,0.7505020080321285
451,38233,83,206.0,SUTURES,6.1033,21,300.0,2.3333333333333335,1.1105554165971787,2.4819277108433737,0.6866666666666666
452,38235,12,25.0,SUTURES,6.1033,3,36.0,2.0,0.0,2.0833333333333335,0.6944444444444444
453,38236,52,300.0,SUTURES,6.1033,23,420.0,2.130434782608696,0.34435022157509104,5.769230769230769,0.7142857142857143
454,38238,233,300.0,SUTURES,3.9875,11,396.0,3.5454545454545454,3.6705213897656654,1.2875536480686696,0.7575757575757576
455,38240,9,5.0,SUTURES,2.0225,2,72.0,2.0,0.0,0.5555555555555556,0.06944444444444445
456,38242,3272,2884.0,SUTURES,25.5742,172,3096.0,0.011627906976744186,0.15249857033260464,0.8814180929095354,0.9315245478036176
457,38245,18,80.0,SUTURES,2.0642,5,180.0,4.8,5.718391382198319,4.444444444444445,0.4444444444444444
458,38246,667,468.0,SUTURES,11.8133,15,540.0,2.3333333333333335,0.7237468644557459,0.7016491754122939,0.8666666666666667
459,38247,210,271.0,SUTURES,82.015,24,288.0,2.4583333333333335,0.9770927002733859,1.2904761904761906,0.9409722222222222
460,38261,75,154.0,SUTURES,11.8133,6,216.0,6.333333333333333,5.391351098441527,2.0533333333333332,0.7129629629629629
